0.3597357016	cet
0.3540328050	malgré
0.3526005559	bien
0.3520622483	enfin
0.3520614688	celui
0.3506422777	après
0.3491274518	on
0.3479962312	sous
0.3474236929	celle
0.3469300596	si
0.3462066817	lors
0.3447028588	elles
0.3446249011	peut
0.3438855098	tout
0.3434194965	trois
0.3413728213	où
0.3413497734	ils
0.3389344374	différents
0.3388210516	différentes
0.3376328681	nouveaux
0.3368447229	alors
0.3358857225	comment
0.3341878127	son
0.3313447229	depuis
0.3313422103	notre
0.3287682582	contre
0.3287145029	non
0.3281937365	ci
0.3279571263	plus
0.3269635434	être
0.3269635434	donc
0.3250089551	elle
0.3249635434	notamment
0.3240089551	il
0.3230002172	ses
0.3224584929	fait
0.3196694746	sa
0.3189584929	dont
0.3189584929	même
0.3186082501	pas
0.3186057375	avec
0.3166277503	ne
0.3166277503	ou
0.3166277503	ont
0.3151252377	sont
0.3140775355	se
0.3136330911	aux
0.3135042022	du
0.3125042022	qui
0.3118375355	est
